num,scenario,kt,vbus,ktInception,vbusInception,ktDuration,vbusDuration,ktSeverity,vbusSeverity
78,2.0,1.0,1.0,44.0,44.0,8.0,8.0,0.0287,7.5
79,2.0,0.0,1.0,52.0,52.0,2.0,2.0,0.029,4.5
80,2.0,1.0,1.0,33.0,33.0,7.0,7.0,0.0301,4.0
81,2.0,1.0,0.0,33.0,33.0,22.0,22.0,0.0281,6.0
82,2.0,0.0,1.0,15.0,15.0,29.0,29.0,0.029,4.75
83,2.0,1.0,0.0,27.0,27.0,21.0,21.0,0.0273,6.0
84,2.0,1.0,1.0,33.0,33.0,22.0,22.0,0.031,7.0
85,2.0,0.0,1.0,53.0,53.0,2.0,2.0,0.029,4.25
86,2.0,1.0,0.0,42.0,42.0,3.0,3.0,0.0285,6.0
87,2.0,0.0,1.0,47.0,47.0,4.0,4.0,0.029,4.25
88,2.0,0.0,1.0,23.0,23.0,10.0,10.0,0.029,4.5
89,2.0,1.0,0.0,14.0,14.0,16.0,16.0,0.0296,6.0
90,3.0,0.0,1.0,48.0,48.0,5.0,5.0,0.029,4.75
91,3.0,1.0,1.0,43.0,43.0,9.0,9.0,0.0289,6.25
92,3.0,1.0,1.0,12.0,12.0,3.0,3.0,0.0291,5.75
93,3.0,1.0,1.0,8.0,8.0,11.0,11.0,0.0281,5.25
94,3.0,0.0,1.0,44.0,44.0,2.0,2.0,0.029,7.75
95,3.0,1.0,0.0,13.0,13.0,8.0,8.0,0.0296,6.0
96,3.0,1.0,0.0,14.0,14.0,29.0,29.0,0.0284,6.0
97,3.0,0.0,1.0,35.0,35.0,12.0,12.0,0.029,5.25
98,3.0,1.0,1.0,18.0,18.0,11.0,11.0,0.0303,4.0
99,3.0,1.0,1.0,6.0,6.0,6.0,6.0,0.03,7.0
100,3.0,1.0,1.0,13.0,13.0,9.0,9.0,0.0302,6.5
101,3.0,1.0,0.0,28.0,28.0,4.0,4.0,0.0298,6.0
102,3.0,1.0,1.0,21.0,21.0,1.0,1.0,0.03,4.75
103,3.0,0.0,1.0,39.0,39.0,16.0,16.0,0.029,5.75
104,3.0,0.0,1.0,18.0,18.0,14.0,14.0,0.029,4.75
105,3.0,1.0,0.0,14.0,14.0,4.0,4.0,0.0274,6.0
106,3.0,0.0,1.0,45.0,45.0,2.0,2.0,0.029,6.75
107,3.0,1.0,1.0,28.0,28.0,23.0,23.0,0.0271,8.0
108,3.0,0.0,1.0,32.0,32.0,3.0,3.0,0.029,7.5
109,3.0,1.0,1.0,33.0,33.0,12.0,12.0,0.0302,4.5
110,3.0,1.0,0.0,43.0,43.0,9.0,9.0,0.0291,6.0
111,3.0,0.0,1.0,35.0,35.0,4.0,4.0,0.029,4.75
112,3.0,1.0,1.0,14.0,14.0,24.0,24.0,0.0301,5.75
113,3.0,0.0,1.0,35.0,35.0,5.0,5.0,0.029,5.25
114,3.0,0.0,1.0,34.0,34.0,12.0,12.0,0.029,5.5
115,3.0,0.0,1.0,15.0,15.0,34.0,34.0,0.029,8.0
116,3.0,1.0,1.0,23.0,23.0,15.0,15.0,0.0301,6.5
117,3.0,0.0,1.0,8.0,8.0,11.0,11.0,0.029,7.5
118,3.0,1.0,1.0,14.0,14.0,23.0,23.0,0.0297,5.25
119,3.0,1.0,0.0,26.0,26.0,19.0,19.0,0.0294,6.0
120,4.0,1.0,0.0,50.0,50.0,1.0,1.0,0.0279,6.0
121,4.0,1.0,1.0,14.0,14.0,17.0,17.0,0.0281,7.25
122,4.0,0.0,1.0,14.0,14.0,4.0,4.0,0.029,4.0
123,4.0,1.0,1.0,10.0,10.0,25.0,25.0,0.0304,5.25
124,4.0,1.0,1.0,25.0,25.0,15.0,15.0,0.0301,7.25
125,4.0,1.0,0.0,17.0,17.0,3.0,3.0,0.0301,6.0
126,4.0,0.0,1.0,38.0,38.0,7.0,7.0,0.029,5.0
127,4.0,1.0,0.0,7.0,7.0,4.0,4.0,0.029,6.0
128,4.0,1.0,0.0,20.0,20.0,28.0,28.0,0.0295,6.0
129,4.0,1.0,0.0,32.0,32.0,20.0,20.0,0.0293,6.0
130,4.0,0.0,1.0,34.0,34.0,20.0,20.0,0.029,5.0
131,4.0,0.0,1.0,30.0,30.0,7.0,7.0,0.029,6.25
132,4.0,1.0,1.0,9.0,9.0,6.0,6.0,0.0283,5.75
133,4.0,0.0,1.0,17.0,17.0,32.0,32.0,0.029,7.25
134,4.0,0.0,1.0,26.0,26.0,24.0,24.0,0.029,6.75
135,4.0,1.0,1.0,19.0,19.0,31.0,31.0,0.0306,4.75
136,4.0,1.0,1.0,22.0,22.0,11.0,11.0,0.0274,5.25
137,4.0,1.0,1.0,48.0,48.0,2.0,2.0,0.031,7.25
138,4.0,0.0,1.0,20.0,20.0,21.0,21.0,0.029,7.75
139,4.0,0.0,1.0,19.0,19.0,8.0,8.0,0.029,8.0
140,4.0,0.0,1.0,40.0,40.0,6.0,6.0,0.029,4.5
141,4.0,0.0,1.0,11.0,11.0,3.0,3.0,0.029,7.0
142,4.0,0.0,1.0,15.0,15.0,14.0,14.0,0.029,7.75
143,4.0,1.0,1.0,24.0,24.0,29.0,29.0,0.0306,4.0
144,4.0,1.0,1.0,14.0,14.0,1.0,1.0,0.0274,5.75
145,4.0,0.0,1.0,23.0,23.0,31.0,31.0,0.029,4.25
146,4.0,1.0,0.0,32.0,32.0,18.0,18.0,0.0308,6.0
147,4.0,1.0,0.0,30.0,30.0,20.0,20.0,0.0307,6.0
148,4.0,0.0,1.0,20.0,20.0,3.0,3.0,0.029,7.25
149,4.0,1.0,1.0,5.0,5.0,14.0,14.0,0.0304,7.0
150,5.0,1.0,1.0,45.0,45.0,10.0,10.0,0.0287,7.0
151,5.0,1.0,1.0,48.0,48.0,4.0,4.0,0.0303,8.0
152,5.0,0.0,1.0,52.0,52.0,1.0,1.0,0.029,6.25
153,5.0,1.0,1.0,9.0,9.0,7.0,7.0,0.0307,4.25
154,5.0,0.0,1.0,6.0,6.0,23.0,23.0,0.029,6.0
155,5.0,1.0,0.0,14.0,14.0,37.0,37.0,0.0282,6.0
156,5.0,1.0,1.0,19.0,19.0,25.0,25.0,0.0274,4.5
157,5.0,0.0,1.0,18.0,18.0,3.0,3.0,0.029,7.25
158,5.0,1.0,1.0,38.0,38.0,11.0,11.0,0.0283,6.0
159,5.0,1.0,1.0,47.0,47.0,1.0,1.0,0.0295,5.5
160,5.0,1.0,0.0,16.0,16.0,28.0,28.0,0.0301,6.0
161,5.0,1.0,0.0,45.0,45.0,5.0,5.0,0.0278,6.0
162,5.0,0.0,1.0,34.0,34.0,14.0,14.0,0.029,6.75
163,5.0,0.0,1.0,14.0,14.0,37.0,37.0,0.029,6.75
164,5.0,1.0,1.0,27.0,27.0,8.0,8.0,0.0271,6.75
165,5.0,1.0,1.0,29.0,29.0,2.0,2.0,0.0299,6.0
166,5.0,1.0,0.0,19.0,19.0,21.0,21.0,0.0307,6.0
167,5.0,0.0,1.0,34.0,34.0,4.0,4.0,0.029,4.5
168,5.0,1.0,1.0,50.0,50.0,4.0,4.0,0.0275,7.5
169,5.0,1.0,1.0,51.0,51.0,1.0,1.0,0.0279,5.5
170,5.0,0.0,1.0,14.0,14.0,12.0,12.0,0.029,7.0
171,5.0,1.0,1.0,19.0,19.0,23.0,23.0,0.0295,7.0
172,5.0,1.0,1.0,13.0,13.0,42.0,42.0,0.0302,6.25
173,5.0,1.0,1.0,37.0,37.0,14.0,14.0,0.0288,5.75
174,5.0,0.0,1.0,24.0,24.0,30.0,30.0,0.029,5.5
175,5.0,0.0,1.0,24.0,24.0,2.0,2.0,0.029,8.0
176,5.0,0.0,1.0,8.0,8.0,19.0,19.0,0.029,5.0
177,5.0,1.0,1.0,25.0,25.0,21.0,21.0,0.0288,6.0
178,5.0,0.0,1.0,39.0,39.0,7.0,7.0,0.029,7.5
179,5.0,1.0,1.0,45.0,45.0,1.0,1.0,0.0305,7.75
180,6.0,1.0,0.0,22.0,22.0,22.0,22.0,0.0306,6.0
181,6.0,1.0,1.0,40.0,40.0,13.0,13.0,0.0308,8.0
182,6.0,1.0,1.0,46.0,46.0,9.0,9.0,0.0294,6.25
183,6.0,0.0,1.0,11.0,11.0,14.0,14.0,0.029,5.0
184,6.0,1.0,0.0,10.0,10.0,27.0,27.0,0.0294,6.0
185,6.0,0.0,1.0,39.0,39.0,9.0,9.0,0.029,6.5
186,6.0,1.0,1.0,7.0,7.0,44.0,44.0,0.0304,7.75
187,6.0,1.0,0.0,54.0,54.0,1.0,1.0,0.0299,6.0
188,6.0,1.0,0.0,24.0,24.0,18.0,18.0,0.0299,6.0
189,6.0,0.0,1.0,30.0,30.0,6.0,6.0,0.029,8.0
190,6.0,1.0,1.0,27.0,27.0,24.0,24.0,0.0273,6.0
191,6.0,1.0,0.0,9.0,9.0,37.0,37.0,0.0288,6.0
192,6.0,0.0,1.0,27.0,27.0,22.0,22.0,0.029,5.75
193,6.0,1.0,1.0,18.0,18.0,27.0,27.0,0.0271,5.25
194,6.0,1.0,0.0,34.0,34.0,16.0,16.0,0.0305,6.0
195,6.0,1.0,1.0,8.0,8.0,16.0,16.0,0.0295,6.5
196,6.0,1.0,0.0,22.0,22.0,25.0,25.0,0.0304,6.0
197,6.0,1.0,0.0,26.0,26.0,17.0,17.0,0.0291,6.0
198,6.0,1.0,0.0,37.0,37.0,5.0,5.0,0.0286,6.0
199,6.0,1.0,1.0,17.0,17.0,11.0,11.0,0.0285,6.0
200,6.0,1.0,1.0,25.0,25.0,30.0,30.0,0.03,6.25
201,6.0,1.0,1.0,20.0,20.0,23.0,23.0,0.0276,4.0
202,6.0,1.0,1.0,16.0,16.0,3.0,3.0,0.0307,7.75
203,6.0,0.0,1.0,40.0,40.0,13.0,13.0,0.029,5.25
204,6.0,1.0,1.0,12.0,12.0,9.0,9.0,0.0276,5.75
205,6.0,0.0,1.0,9.0,9.0,42.0,42.0,0.029,5.5
206,6.0,1.0,0.0,35.0,35.0,8.0,8.0,0.0296,6.0
207,6.0,1.0,0.0,11.0,11.0,23.0,23.0,0.0292,6.0
208,6.0,0.0,1.0,33.0,33.0,20.0,20.0,0.029,6.25
209,6.0,1.0,1.0,11.0,11.0,37.0,37.0,0.0282,4.5
210,7.0,0.0,1.0,25.0,25.0,23.0,23.0,0.029,4.25
211,7.0,1.0,1.0,54.0,54.0,1.0,1.0,0.0305,4.5
212,7.0,1.0,1.0,51.0,51.0,1.0,1.0,0.0303,4.75
213,7.0,1.0,0.0,21.0,21.0,28.0,28.0,0.0292,6.0
214,7.0,0.0,1.0,16.0,16.0,23.0,23.0,0.029,5.25
215,7.0,1.0,0.0,18.0,18.0,7.0,7.0,0.0309,6.0
216,7.0,1.0,0.0,30.0,30.0,4.0,4.0,0.0281,6.0
217,7.0,1.0,1.0,43.0,43.0,12.0,12.0,0.0293,6.25
218,7.0,0.0,1.0,18.0,18.0,9.0,9.0,0.029,4.5
219,7.0,1.0,0.0,29.0,29.0,9.0,9.0,0.0302,6.0
220,7.0,0.0,1.0,13.0,13.0,22.0,22.0,0.029,6.25
221,7.0,1.0,0.0,13.0,13.0,3.0,3.0,0.028,6.0
222,7.0,1.0,0.0,28.0,28.0,13.0,13.0,0.0307,6.0
223,7.0,1.0,1.0,14.0,14.0,34.0,34.0,0.0309,5.5
224,7.0,0.0,1.0,18.0,18.0,2.0,2.0,0.029,5.0
225,7.0,0.0,1.0,31.0,31.0,10.0,10.0,0.029,4.5
226,7.0,1.0,1.0,25.0,25.0,12.0,12.0,0.0276,6.5
227,7.0,0.0,1.0,21.0,21.0,13.0,13.0,0.029,6.5
228,7.0,0.0,1.0,51.0,51.0,1.0,1.0,0.029,7.75
229,7.0,1.0,0.0,15.0,15.0,18.0,18.0,0.0309,6.0
230,7.0,1.0,1.0,38.0,38.0,14.0,14.0,0.0272,6.5
231,7.0,1.0,0.0,10.0,10.0,1.0,1.0,0.0273,6.0
232,7.0,1.0,1.0,53.0,53.0,2.0,2.0,0.0287,6.5
233,7.0,1.0,1.0,18.0,18.0,37.0,37.0,0.0306,5.25
234,7.0,0.0,1.0,32.0,32.0,11.0,11.0,0.029,7.0
235,7.0,1.0,1.0,54.0,54.0,1.0,1.0,0.0307,4.25
236,7.0,1.0,0.0,42.0,42.0,10.0,10.0,0.0295,6.0
237,7.0,1.0,1.0,26.0,26.0,3.0,3.0,0.028,4.25
238,7.0,1.0,0.0,50.0,50.0,5.0,5.0,0.0283,6.0
239,7.0,0.0,1.0,40.0,40.0,14.0,14.0,0.029,7.0
240,8.0,1.0,0.0,9.0,9.0,35.0,35.0,0.0298,6.0
241,8.0,0.0,1.0,27.0,27.0,11.0,11.0,0.029,5.5
242,8.0,1.0,0.0,15.0,15.0,33.0,33.0,0.0274,6.0
243,8.0,1.0,0.0,26.0,26.0,20.0,20.0,0.0288,6.0
244,8.0,1.0,0.0,36.0,36.0,13.0,13.0,0.0306,6.0
245,8.0,1.0,0.0,9.0,9.0,13.0,13.0,0.0273,6.0
246,8.0,1.0,0.0,42.0,42.0,4.0,4.0,0.0291,6.0
247,8.0,1.0,1.0,23.0,23.0,15.0,15.0,0.0282,6.75
248,8.0,1.0,0.0,40.0,40.0,15.0,15.0,0.0278,6.0
249,8.0,1.0,0.0,43.0,43.0,5.0,5.0,0.0273,6.0
250,8.0,0.0,1.0,14.0,14.0,3.0,3.0,0.029,5.25
251,8.0,1.0,0.0,35.0,35.0,19.0,19.0,0.0298,6.0
252,8.0,1.0,1.0,29.0,29.0,13.0,13.0,0.0297,7.5
253,8.0,1.0,1.0,14.0,14.0,5.0,5.0,0.0274,6.5
254,8.0,1.0,1.0,15.0,15.0,11.0,11.0,0.0277,7.75
255,8.0,1.0,1.0,42.0,42.0,8.0,8.0,0.0284,6.75
256,8.0,1.0,0.0,13.0,13.0,39.0,39.0,0.0273,6.0
257,8.0,1.0,0.0,23.0,23.0,16.0,16.0,0.028,6.0
258,8.0,1.0,0.0,54.0,54.0,1.0,1.0,0.0284,6.0
259,8.0,1.0,0.0,6.0,6.0,31.0,31.0,0.0272,6.0
260,8.0,1.0,0.0,31.0,31.0,7.0,7.0,0.0274,6.0
261,8.0,0.0,1.0,52.0,52.0,1.0,1.0,0.029,5.0
262,8.0,0.0,1.0,45.0,45.0,5.0,5.0,0.029,5.75
263,8.0,1.0,1.0,8.0,8.0,4.0,4.0,0.0305,8.0
264,8.0,1.0,0.0,44.0,44.0,11.0,11.0,0.0275,6.0
265,8.0,1.0,1.0,31.0,31.0,4.0,4.0,0.0286,6.25
266,8.0,1.0,1.0,31.0,31.0,13.0,13.0,0.0303,4.5
267,8.0,1.0,0.0,8.0,8.0,44.0,44.0,0.031,6.0
268,8.0,0.0,1.0,35.0,35.0,1.0,1.0,0.029,6.5
269,8.0,1.0,0.0,42.0,42.0,6.0,6.0,0.028,6.0
270,9.0,1.0,1.0,51.0,51.0,1.0,1.0,0.0274,8.0
271,9.0,0.0,1.0,6.0,6.0,1.0,1.0,0.029,5.5
272,9.0,1.0,1.0,6.0,6.0,8.0,8.0,0.027,8.0
273,9.0,1.0,1.0,6.0,6.0,22.0,22.0,0.0302,4.5
274,9.0,1.0,1.0,15.0,15.0,15.0,15.0,0.0287,5.75
275,9.0,0.0,1.0,22.0,22.0,5.0,5.0,0.029,7.0
276,9.0,0.0,1.0,29.0,29.0,8.0,8.0,0.029,7.25
277,9.0,1.0,1.0,52.0,52.0,3.0,3.0,0.03,4.75
278,9.0,1.0,0.0,23.0,23.0,29.0,29.0,0.0304,6.0
279,9.0,1.0,1.0,10.0,10.0,24.0,24.0,0.0303,7.75
280,9.0,1.0,0.0,9.0,9.0,42.0,42.0,0.0291,6.0
281,9.0,1.0,0.0,11.0,11.0,42.0,42.0,0.03,6.0
282,9.0,1.0,1.0,27.0,27.0,26.0,26.0,0.0305,5.25
283,9.0,1.0,0.0,36.0,36.0,17.0,17.0,0.027,6.0
284,9.0,1.0,0.0,12.0,12.0,4.0,4.0,0.029,6.0
285,9.0,1.0,1.0,31.0,31.0,3.0,3.0,0.03,6.75
286,9.0,1.0,0.0,40.0,40.0,11.0,11.0,0.03,6.0
287,9.0,1.0,1.0,17.0,17.0,21.0,21.0,0.0287,5.75
288,9.0,1.0,0.0,6.0,6.0,22.0,22.0,0.0274,6.0
289,9.0,1.0,1.0,45.0,45.0,7.0,7.0,0.0295,4.0
290,9.0,1.0,0.0,28.0,28.0,20.0,20.0,0.0275,6.0
291,9.0,1.0,0.0,52.0,52.0,2.0,2.0,0.0309,6.0
292,9.0,1.0,1.0,53.0,53.0,1.0,1.0,0.0294,5.75
293,9.0,1.0,1.0,43.0,43.0,4.0,4.0,0.0299,8.0
294,9.0,0.0,1.0,23.0,23.0,30.0,30.0,0.029,6.5
295,9.0,1.0,1.0,18.0,18.0,23.0,23.0,0.028,6.0
296,9.0,1.0,1.0,37.0,37.0,11.0,11.0,0.0288,4.0
297,9.0,1.0,0.0,49.0,49.0,3.0,3.0,0.0303,6.0
298,9.0,0.0,1.0,34.0,34.0,17.0,17.0,0.029,7.5
299,9.0,0.0,1.0,11.0,11.0,37.0,37.0,0.029,7.25
300,10.0,1.0,0.0,5.0,5.0,20.0,20.0,0.0297,6.0
301,10.0,1.0,1.0,11.0,11.0,6.0,6.0,0.0302,7.25
302,10.0,0.0,1.0,7.0,7.0,30.0,30.0,0.029,4.75
303,10.0,1.0,0.0,28.0,28.0,23.0,23.0,0.0279,6.0
304,10.0,0.0,1.0,28.0,28.0,20.0,20.0,0.029,7.5
305,10.0,1.0,1.0,16.0,16.0,8.0,8.0,0.0309,4.5
306,10.0,1.0,1.0,17.0,17.0,7.0,7.0,0.029,5.5
307,10.0,0.0,1.0,14.0,14.0,33.0,33.0,0.029,7.5
308,10.0,1.0,0.0,48.0,48.0,1.0,1.0,0.0278,6.0
309,10.0,1.0,1.0,43.0,43.0,9.0,9.0,0.0286,4.5
310,10.0,1.0,1.0,52.0,52.0,2.0,2.0,0.0298,6.5
311,10.0,0.0,1.0,47.0,47.0,7.0,7.0,0.029,4.25
312,10.0,1.0,0.0,26.0,26.0,5.0,5.0,0.0308,6.0
313,10.0,1.0,0.0,47.0,47.0,3.0,3.0,0.0304,6.0
314,10.0,0.0,1.0,32.0,32.0,1.0,1.0,0.029,5.5
315,10.0,1.0,0.0,26.0,26.0,28.0,28.0,0.0272,6.0
316,10.0,0.0,1.0,51.0,51.0,3.0,3.0,0.029,5.5
317,10.0,0.0,1.0,49.0,49.0,3.0,3.0,0.029,5.25
318,10.0,0.0,1.0,19.0,19.0,3.0,3.0,0.029,4.25
319,10.0,1.0,0.0,14.0,14.0,24.0,24.0,0.0303,6.0
320,10.0,1.0,0.0,19.0,19.0,21.0,21.0,0.0273,6.0
321,10.0,1.0,1.0,35.0,35.0,10.0,10.0,0.0294,4.25
322,10.0,0.0,1.0,24.0,24.0,22.0,22.0,0.029,4.75
323,10.0,1.0,1.0,31.0,31.0,21.0,21.0,0.0277,4.5
324,10.0,1.0,0.0,22.0,22.0,2.0,2.0,0.0284,6.0
325,10.0,1.0,0.0,13.0,13.0,7.0,7.0,0.0272,6.0
326,10.0,1.0,1.0,37.0,37.0,1.0,1.0,0.0308,7.0
327,10.0,1.0,0.0,50.0,50.0,1.0,1.0,0.0299,6.0
328,10.0,0.0,1.0,53.0,53.0,2.0,2.0,0.029,6.0
329,10.0,0.0,1.0,35.0,35.0,14.0,14.0,0.029,4.75
330,11.0,1.0,0.0,22.0,22.0,16.0,16.0,0.0274,6.0
331,11.0,0.0,1.0,20.0,20.0,28.0,28.0,0.029,4.5
332,11.0,1.0,1.0,49.0,49.0,1.0,1.0,0.0308,6.0
333,11.0,1.0,0.0,22.0,22.0,3.0,3.0,0.0281,6.0
334,11.0,1.0,1.0,29.0,29.0,1.0,1.0,0.0274,7.5
335,11.0,1.0,1.0,34.0,34.0,11.0,11.0,0.0282,7.25
336,11.0,0.0,1.0,33.0,33.0,5.0,5.0,0.029,4.75
337,11.0,1.0,1.0,35.0,35.0,20.0,20.0,0.0277,6.5
338,11.0,1.0,0.0,15.0,15.0,36.0,36.0,0.0285,6.0
339,11.0,1.0,0.0,28.0,28.0,8.0,8.0,0.0287,6.0
340,11.0,0.0,1.0,41.0,41.0,9.0,9.0,0.029,6.75
341,11.0,1.0,1.0,13.0,13.0,24.0,24.0,0.0295,6.0
342,11.0,0.0,1.0,33.0,33.0,5.0,5.0,0.029,6.5
343,11.0,1.0,0.0,43.0,43.0,3.0,3.0,0.0275,6.0
344,11.0,1.0,1.0,9.0,9.0,44.0,44.0,0.0275,7.75
345,11.0,0.0,1.0,51.0,51.0,1.0,1.0,0.029,5.25
346,11.0,1.0,0.0,19.0,19.0,20.0,20.0,0.0278,6.0
347,11.0,0.0,1.0,13.0,13.0,21.0,21.0,0.029,5.5
348,11.0,1.0,0.0,9.0,9.0,42.0,42.0,0.0289,6.0
349,11.0,1.0,1.0,38.0,38.0,8.0,8.0,0.0285,4.75
350,11.0,1.0,0.0,5.0,5.0,41.0,41.0,0.0304,6.0
351,11.0,0.0,1.0,21.0,21.0,14.0,14.0,0.029,7.25
352,11.0,1.0,0.0,34.0,34.0,3.0,3.0,0.0271,6.0
353,11.0,1.0,0.0,40.0,40.0,7.0,7.0,0.0287,6.0
354,11.0,0.0,1.0,26.0,26.0,22.0,22.0,0.029,5.0
355,11.0,1.0,0.0,9.0,9.0,1.0,1.0,0.0283,6.0
356,11.0,0.0,1.0,47.0,47.0,2.0,2.0,0.029,5.25
357,11.0,1.0,1.0,17.0,17.0,20.0,20.0,0.0296,5.75
358,11.0,1.0,0.0,46.0,46.0,5.0,5.0,0.0271,6.0
359,11.0,1.0,0.0,10.0,10.0,28.0,28.0,0.029,6.0
